image_url,caption_A,caption_B,human_output,llm_output,clip_small_output,clip_large_output,human_evaluator
https://cs.stanford.edu/people/rak248/VG_100K_2/307.jpg,"The image captures a serene urban scene. A red car is parked on the side of a street, adjacent to a sidewalk. The car is positioned in front of a building with a brick facade, which features a large window and a balcon.","The image captures a vibrant city street, bathed in the soft glow of a sunny day. Dominating the scene is a red car, parked neatly by the side of the road. Its vibrant color contrasts beautifully with the.",0.0,0.0,0.0,0.0,ryan
https://cs.stanford.edu/people/rak248/VG_100K_2/772.jpg,"In the heart of a bustling city, a woman strides confidently across a pedestrian crossing, her blue bag swinging gently with each step. The crosswalk, painted in a striking red, stands out against the gray of the asph.","In the heart of a bustling city, a woman strides confidently across a pedestrian crossing, her blue bag swinging gently with each step. The crosswalk, painted in a striking red, stands out against the gray of the asph.",0.0,0.0,1.0,1.0,ryan
https://cs.stanford.edu/people/rak248/VG_100K_2/709.jpg,Serene Harbor: A Nautical Paradise.,"The image captures a serene marina, where the tranquil blue water is dotted with a variety of boats. There are at least ten boats visible, each with its own unique design and color. The boats are moored in a.",1.0,1.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/613.jpg,"In the heart of a bustling city, a moment of tranquility unfolds. Two horse-drawn carriages, painted in a classic black and white, stand parked on the side of a street. The horses, adorned with.","In the heart of a bustling city, a scene of old-world charm unfolds. Two horse-drawn carriages, painted in a classic black and white, stand side by side on the street. The horses, strong and majestic.",0.0,1.0,0.0,0.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/155.jpg,"In the heart of a cozy kitchen, a man in a crisp white shirt stands, his attention focused on the task at hand. He's in the process of pouring a steaming cup of coffee from a silver carafe into.","In the heart of a cozy kitchen, a man in a crisp white shirt stands, his attention focused on the task at hand. He's in the process of pouring a steaming cup of coffee from a silver carafe into.",0.0,0.0,0.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/941.jpg,"In the heart of a bustling city, a daring parachutist takes flight, soaring high above the towering skyscrapers. The parachutist, a solitary figure against the backdrop of the urban jungle.","The image captures a dynamic scene in a bustling cityscape. Dominating the skyline are several tall buildings, their glass and steel facades reflecting the overcast sky. The city's architecture is a mix of modern and traditional styles.",0.0,0.0,0.0,0.0,ryan
https://cs.stanford.edu/people/rak248/VG_100K_2/953.jpg,"In the tranquil setting of a residential area, a man is seen riding a bicycle, his journey taking him past a tree adorned with vibrant pink flowers. The tree stands as a beacon of nature amidst the urban landscape.","The image captures a serene urban scene. A man is seen riding a bicycle on a quiet street, with a vibrant tree adorned with pink flowers standing prominently in the foreground. The tree, with its lush.",1.0,0.0,1.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/960.jpg,"The image captures a moment in a museum where a vintage car, a 1920s Model T Ford, is on display. The car, painted in a striking combination of black and yellow, is parked inside a spacious garage-.","The image captures a scene in a museum where a vintage car, painted in a striking shade of yellow, is on display. The car, a Model T Ford, is a classic example of early automotive design, featuring a large, rounded body.",0.0,0.0,0.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/945.jpg,"The image captures a serene urban scene. A row of black townhouses, each adorned with white trim and bay windows, lines the street. The townhouses are nestled against a backdrop of a clear sky, suggesting.","The image captures a serene urban scene. Dominating the left side of the frame is a large, imposing building with a black facade, punctuated by white trim and a row of arched windows. The building's architectural.",1.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/443.jpg,"The image captures a vibrant night scene in a bustling city market. The market is teeming with people, their figures illuminated by the glow of streetlights and the warm light from the stalls. The stalls themselves are.","In the heart of a bustling city, a vibrant night market comes alive. The air is filled with the aroma of street food and the chatter of vendors and shoppers alike. The market is a lively tableau of color and.",0.0,0.0,0.0,0.0,nuno
